video_id,title,published_at,view_count,like_count,comment_count,tags,category_id,duration
ki1XIBfNlbM,Too much or not enough?,2025-06-29,17706,1126,28,"binding of isaac,binding of isaac repentance,binding of rebirth,binding of isaac repentance gameplay,the binding of isaac rebirth,rebirth streak,commentary,gaming,afterbirth,isaac afterbirth,afterbirth gameplay,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,sinvicta,sinvicta isaac,What are the odds?",20,PT57S
EVBo6XUhZYU,BADgic Mush?! -  The Binding Of Isaac Repentance+ 208,2025-06-29,27840,2521,135,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,BADgic Mush?! - The Binding Of Isaac Repentance+ 208",20,PT1H1M8S
7O48BCQ-b_U,WE GOT A STRONG RUN?! -  The Binding Of Isaac Repentance+ 207,2025-06-28,29009,2585,78,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,WE GOT A STRONG RUN?! - The Binding Of Isaac Repentance+ 207",20,PT48M58S
NM0-5HFmb5o,BIG MAMA BOOM -  The Binding Of Isaac Repentance+ 206,2025-06-27,23868,2151,69,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,BIG MAMA BOOM - The Binding Of Isaac Repentance+ 206",20,PT41M39S
Kf02jQ5NpwA,IN WAFER WE TRUST -  The Binding Of Isaac Repentance+ 205,2025-06-26,20867,2168,108,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,IN WAFER WE TRUST - The Binding Of Isaac Repentance+ 205",20,PT36M50S
6S4LW_WbsQM,OUT OF CONTROL (ler) -  The Binding Of Isaac Repentance+ 204,2025-06-25,20769,1952,110,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,OUT OF CONTROL (ler) - The Binding Of Isaac Repentance+ 204",20,PT39M41S
Jw4g_EYN6Uo,Does Eve's Mascara make a good run happen?? -  The Binding Of Isaac Repentance+ 203,2025-06-24,23326,2334,66,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,Does Eve's Mascara make a good run happen?? - The Binding Of Isaac Repentance+ 203",20,PT36M58S
AIMP1ZRttsM,My editor loves when I do this,2025-06-24,14002,1291,42,"binding of isaac,binding of isaac repentance,binding of rebirth,binding of isaac repentance gameplay,the binding of isaac rebirth,rebirth streak,commentary,gaming,afterbirth,isaac afterbirth,afterbirth gameplay,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,sinvicta,sinvicta isaac,What are the odds?",20,PT1M7S
2ominqpnUKw,UNDEFEATABLE -  The Binding Of Isaac Repentance+ 202,2025-06-23,24676,2332,71,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,UNDEFEATABLE - The Binding Of Isaac Repentance+ 202",20,PT41M34S
rzhPQPy852I,RETURN OF THE KING -  The Binding Of Isaac Repentance+ 201,2025-06-22,23530,2024,88,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,RETURN OF THE KING - The Binding Of Isaac Repentance+ 201",20,PT43M3S
pR0g1Kwb5SY,TWO PAIRS -  The Binding Of Isaac Repentance+ 200,2025-06-21,20253,1884,70,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,TWO PAIRS - The Binding Of Isaac Repentance+ 200",20,PT23M46S
HqSk1i_6pWY,I was in the hospital -  The Binding Of Isaac Repentance+ 199,2025-06-20,26204,2300,84,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,I was in the hospital - The Binding Of Isaac Repentance+ 199",20,PT58M35S
z9PLh_A4ceQ,MARKED -  The Binding Of Isaac Repentance+ 198,2025-06-19,22452,2058,96,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,MARKED - The Binding Of Isaac Repentance+ 198",20,PT49M4S
zLMLZ68jSkM,NEO -  The Binding Of Isaac Repentance+ 197,2025-06-18,24431,2327,88,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,NEO - The Binding Of Isaac Repentance+ 197",20,PT43M26S
Gok_rxFlDi0,What are the odds?,2025-06-17,26030,1838,43,"binding of isaac,binding of isaac repentance,binding of rebirth,binding of isaac repentance gameplay,the binding of isaac rebirth,rebirth streak,commentary,gaming,afterbirth,isaac afterbirth,afterbirth gameplay,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,sinvicta,sinvicta isaac,What are the odds?",20,PT1M19S
N9JN_LFajxk,BRIMZUMALATION! -  The Binding Of Isaac Repentance+ 196,2025-06-17,34769,2311,99,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,BRIMZUMALATION! - The Binding Of Isaac Repentance+ 196",20,PT1H2M30S
slKDQHFnHnM,Black Powder Is S-Tier! -  The Binding Of Isaac Repentance+ 195,2025-06-16,27909,2871,92,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,Black Powder Is S-Tier! - The Binding Of Isaac Repentance+ 195",20,PT59M1S
njGDepo5VdY,THE WHEEL IS BACK! -  The Binding Of Isaac Repentance+ 194,2025-06-15,25616,2470,163,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,THE WHEEL IS BACK! - The Binding Of Isaac Repentance+ 194",20,PT49M38S
PCVeVVeGTL4,DARK TRICKS -  The Binding Of Isaac Repentance+ 193,2025-06-14,23457,1856,82,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,DARK TRICKS - The Binding Of Isaac Repentance+ 193",20,PT51M2S
-tjlYrdfW_o,A TECH-NICAL ERROR -  The Binding Of Isaac Repentance+ 192,2025-06-13,29721,3430,122,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,A TECH-NICAL ERROR - The Binding Of Isaac Repentance+ 192",20,PT45M26S
24t4Q_IOC-Q,LIBRA REX EST -  The Binding Of Isaac Repentance+ #191,2025-06-12,23527,2038,91,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,LIBRA REX EST - The Binding Of Isaac Repentance+ 191",20,PT34M48S
Z6tKnT5sgi8,VOODOO MAGIC -  The Binding Of Isaac Repentance+ 190,2025-06-11,26825,2335,139,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,VOODOO MAGIC - The Binding Of Isaac Repentance+ 190",20,PT49M15S
0rbxdr7LVbc,CRAWL III -  The Binding Of Isaac Repentance+ 189,2025-06-10,22372,1808,81,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,CRAWL III - The Binding Of Isaac Repentance+ 189",20,PT57M47S
OdqYh9E6XvE,Is the D100 EVER a good idea? -  The Binding Of Isaac Repentance+ 188,2025-06-09,23941,2003,101,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,Is the D100 EVER a good idea? - The Binding Of Isaac Repentance+ 188",20,PT42M47S
zH3vr7ex1lU,"If this doesn't convince you, I don't know what will",2025-06-09,31355,2032,28,"binding of isaac,binding of isaac repentance,binding of rebirth,binding of isaac repentance gameplay,the binding of isaac rebirth,rebirth streak,commentary,gaming,afterbirth,isaac afterbirth,afterbirth gameplay,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,sinvicta,sinvicta isaac",20,PT58S
VGTektmMAiA,HOUSE OF 1000 CLOTS -  The Binding Of Isaac Repentance+ 187,2025-06-08,28570,2151,109,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,HOUSE OF 1000 CLOTS - The Binding Of Isaac Repentance+ 187",20,PT55M16S
jgf6I4f4g1U,A HAEMO CAMEO -  The Binding Of Isaac Repentance+ 186,2025-06-07,22581,1980,91,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,A HAEMO CAMEO - The Binding Of Isaac Repentance+ 186",20,PT33M1S
QRi-w5uQDPo,Sabotage -  The Binding Of Isaac Repentance+ 185,2025-06-06,22256,1853,96,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,Sabotage - The Binding Of Isaac Repentance+ 185",20,PT48M42S
qJx_Z0ZbJU8,SHATTER THE SOY MILK -  The Binding Of Isaac Repentance+ 184,2025-06-05,27920,2503,106,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,SHATTER THE SOY MILK - The Binding Of Isaac Repentance+ 184",20,PT36M35S
fbpR-Vff8Bc,FULL SEND -  The Binding Of Isaac Repentance+ 183,2025-06-04,51974,2996,156,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,FULL SEND - The Binding Of Isaac Repentance+ 183",20,PT1H48M18S
TT9G-8OBEFU,ARMY OF THE CLOTS -  The Binding Of Isaac Repentance+ 182,2025-06-03,28430,2310,84,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,ARMY OF THE CLOTS - The Binding Of Isaac Repentance+ 182",20,PT56M23S
0d54NVM3cWQ,9 KINGS - Insane Only-Towers Run!,2025-06-02,7406,418,26,,20,PT40M19S
2Yt31A7O3UQ,THOR'S BRIMSTONE -  The Binding Of Isaac Repentance+ 181,2025-06-02,34198,2651,108,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,THOR'S BRIMSTONE - The Binding Of Isaac Repentance+ 181",20,PT35M46S
1zDwrfxT6ww,EDENHEIMER -  The Binding Of Isaac Repentance+ 180,2025-06-01,40929,2582,116,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,EDENHEIMER - The Binding Of Isaac Repentance+ 180",20,PT1H3M1S
B0ZSStdffQE,I'm pretty sure it's a skill issue,2025-05-31,45708,2364,30,"binding of isaac,binding of isaac repentance,binding of rebirth,binding of isaac repentance gameplay,the binding of isaac rebirth,rebirth streak,commentary,gaming,afterbirth,isaac afterbirth,afterbirth gameplay,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,sinvicta,sinvicta isaac",20,PT50S
lG-_2oRfAT4,GIGA FLIES -  The Binding Of Isaac Repentance+ 179,2025-05-31,30027,2282,116,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,GIGA FLIES - The Binding Of Isaac Repentance+ 179",20,PT51M12S
xM1Wi5LMEKY,BLUE PRINCE Part 44 - Into The Stars,2025-05-30,3028,330,29,"Blue Prince,BLUE PRINCE,Blue Prints,BLUE PRINTS,Blue Prince Puzzle,Blue Prince Box Puzzle,Blue Prince Guide,Blue Prince All Parlor Games,Blue Prince All Puzzles,BLUE PRINCE Part 43 - WHAT'S BEHIND THE SECRET PASSAGE?",20,PT1H1M2S
uDSVdXA-t0I,THE ROCK -  The Binding Of Isaac Repentance+ 178,2025-05-30,27743,2067,108,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,THE ROCK - The Binding Of Isaac Repentance+ 178",20,PT54M15S
F-nWImIc_bM,BLUE PRINCE Part 42 - REDRUM,2025-05-29,2764,334,22,"Blue Prince,BLUE PRINCE,Blue Prints,BLUE PRINTS,Blue Prince Puzzle,Blue Prince Box Puzzle,Blue Prince Guide,Blue Prince All Parlor Games,Blue Prince All Puzzles,BLUE PRINCE Part 42 - REDRUM",20,PT39M44S
3a4v3ZlaQrk,MADNESS -  The Binding Of Isaac Repentance+ 177,2025-05-29,24481,2373,121,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,MADNESS - The Binding Of Isaac Repentance+ 177",20,PT46M25S
3nAnarKvcAY,BLUE PRINCE Part 41 - Not Enough,2025-05-28,2623,312,19,"Blue Prince,BLUE PRINCE,Blue Prints,BLUE PRINTS,Blue Prince Puzzle,Blue Prince Box Puzzle,Blue Prince Guide,Blue Prince All Parlor Games,Blue Prince All Puzzles,BLUE PRINCE Part 41 - Not Enough",20,PT43M17S
ppxNxOZuzWQ,POTENTIAL! -  The Binding Of Isaac Repentance+ 176,2025-05-28,25166,2215,99,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,POTENTIAL! - The Binding Of Isaac Repentance+ 176",20,PT55M23S
ZhN8cNcEkgc,BLUE PRINCE Part 40 - THE GALLERY,2025-05-27,2793,350,39,"Blue Prince,BLUE PRINCE,Blue Prints,BLUE PRINTS,Blue Prince Puzzle,Blue Prince Box Puzzle,Blue Prince Guide,Blue Prince All Parlor Games,Blue Prince All Puzzles,BLUE PRINCE Part 40 - THE GALLERY",20,PT1H5M17S
IdiH7ZRFCus,Teleport Meta Is The Way -  The Binding Of Isaac Repentance+ 175,2025-05-27,24982,1863,135,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,Teleport Meta Is The Way - The Binding Of Isaac Repentance+ 175",20,PT50M56S
xxoue4hmz8k,BLUE PRINCE Part 39 -  SURPRISE PROGRESS!,2025-05-26,3011,357,30,"Blue Prince,BLUE PRINCE,Blue Prints,BLUE PRINTS,Blue Prince Puzzle,Blue Prince Box Puzzle,Blue Prince Guide,Blue Prince All Parlor Games,Blue Prince All Puzzles,BLUE PRINCE Part 39 - SURPRISE PROGRESS!",20,PT59M35S
9w-pTNYtdDA,The Sacred Knifestone -  The Binding Of Isaac Repentance+ Part 174,2025-05-26,40475,3679,136,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,The Sacred Knifestone - The Binding Of Isaac Repentance+ Part 174",20,PT1H3M11S
GnyS5BAKOT0,9 KINGS - First Impressions!,2025-05-25,13907,886,55,"9 Kings,9 Kings First Look,9 Kings Beta,9 Kings Early Access,9 Kings Strategy and Tips,9 Kings Beginner's Guide,9 Kings Tutorial",20,PT33M58S
N2aoQHc7lLM,FROZEN SOLID -  The Binding Of Isaac Repentance+ Part 173,2025-05-25,29530,2125,155,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,FROZEN SOLID - The Binding Of Isaac Repentance+ Part 173",20,PT43M31S
QcW34pu_x28,BLUE PRINCE Part 38 -  SIMON SMASH,2025-05-24,2692,284,17,"Blue Prince,BLUE PRINCE,Blue Prints,BLUE PRINTS,Blue Prince Puzzle,Blue Prince Box Puzzle,Blue Prince Guide,Blue Prince All Parlor Games,Blue Prince All Puzzles,BLUE PRINCE Part 38 - SIMON SMASH",20,PT31M31S
2qgL3GhNkk8,GREEDIER IN 2025 -  The Binding Of Isaac Repentance+ Part 172,2025-05-24,32789,13633,108,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,GREEDIER IN 2025 - The Binding Of Isaac Repentance+ Part 172",20,PT32M24S
on1taks0PsE,I misunderstood the assignment #bindingofisaac,2025-05-23,24886,1885,26,"binding of isaac,binding of isaac repentance,binding of rebirth,binding of isaac repentance gameplay,the binding of isaac rebirth,rebirth streak,commentary,gaming,afterbirth,isaac afterbirth,afterbirth gameplay,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,sinvicta,sinvicta isaac",20,PT1M1S
NKEDwznEWVQ,BLUE PRINCE Part 37 -  NUCLEAR,2025-05-23,2636,310,28,"Blue Prince,BLUE PRINCE,Blue Prints,BLUE PRINTS,Blue Prince Puzzle,Blue Prince Box Puzzle,Blue Prince Guide,Blue Prince All Parlor Games,Blue Prince All Puzzles,BLUE PRINCE Part 37 - NUCLEAR",20,PT49M13S
c1vIWfrgbUs,The STRONGEST of them all -  The Binding Of Isaac Repentance+ Part 171,2025-05-23,60815,3564,210,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,The STRONGEST of them all - The Binding Of Isaac Repentance+ Part 171",20,PT1H31M1S
NnSfhn7K1Bw,BLUE PRINCE Part 36 - FAILING GRADES,2025-05-22,2814,301,25,"Blue Prince,BLUE PRINCE,Blue Prints,BLUE PRINTS,Blue Prince Puzzle,Blue Prince Box Puzzle,Blue Prince Guide,Blue Prince All Parlor Games,Blue Prince All Puzzles,BLUE PRINCE Part 36 - FAILING GRADES",20,PT43M28S
Wb22e1r-3rM,The new most frustrating run of the year (so far) -  The Binding Of Isaac Repentance+ Part 170,2025-05-22,27986,2568,149,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,The new most frustrating run of the year (so far) - The Binding Of Isaac Repentance+ Part 170",20,PT55M4S
vGOIZEVmtVs,BLUE PRINCE Part 35 - A NEW SAFE,2025-05-21,3292,320,34,"Blue Prince,BLUE PRINCE,Blue Prints,BLUE PRINTS,Blue Prince Puzzle,Blue Prince Box Puzzle,Blue Prince Guide,Blue Prince All Parlor Games,Blue Prince All Puzzles,BLUE PRINCE Part 35 - A NEW SAFE",20,PT1H2M15S
O0jpg1n8HNo,THE JUDGING OF ISAAC:  ISAAC'S HEART,2025-05-21,27442,2600,204,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,THE JUDGING OF ISAAC: ISAAC'S HEART",20,PT1H54S
isVtsXbt0zc,BLUE PRINCE Part 34 - DRAINED,2025-05-20,3683,368,30,"Blue Prince,BLUE PRINCE,Blue Prints,BLUE PRINTS,Blue Prince Puzzle,Blue Prince Box Puzzle,Blue Prince Guide,Blue Prince All Parlor Games,Blue Prince All Puzzles,BLUE PRINCE Part 34 - DRAINED",20,PT1H16M57S
4ELgoqzml4Q,Golden Chests are the REAL Item Rooms -  The Binding Of Isaac Repentance+ Part 169,2025-05-20,27680,2501,137,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,Golden Chests are the REAL Item Rooms - The Binding Of Isaac Repentance+ Part 169",20,PT34M3S
0ky_moNogW4,BLUE PRINCE Part 33 - THE SCARLET INN,2025-05-19,3382,401,24,"Blue Prince,BLUE PRINCE,Blue Prints,BLUE PRINTS,Blue Prince Puzzle,Blue Prince Box Puzzle,Blue Prince Guide,Blue Prince All Parlor Games,Blue Prince All Puzzles,BLUE PRINCE Part 33 - THE SCARLET INN",20,PT48M56S
oNuxYINqmWs,The new new new new new new STRONGEST Run of the year!,2025-05-19,110097,17412,206,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,The new new new new new new STRONGEST Run of the year!",20,PT1H37M30S
02YTVxE9Bgk,The Sacred Milk -  The Binding Of Isaac Repentance+ Part 167,2025-05-18,42329,3788,143,"binding of isaac,gaming,new isaac dlc,new isaac content,New Isaac Boss,Isaac vs Delirium,Isaac Best,Eden Streak,Sinvicta Eden Streak,NO CHESTS,FIRST REBIRTH RUN REACTION STREAM!,Repentance+,Isaac Multiplayer,Isaac Multiplayer Patch,Isaac DLC,The Sacred Milk - The Binding Of Isaac Repentance+ Part 167",20,PT51M56S
NMw7Rvll1OM,BLUE PRINCE Part 32 - THE GROTTO,2025-05-18,3079,333,20,"Blue Prince,BLUE PRINCE,Blue Prints,BLUE PRINTS,Blue Prince Puzzle,Blue Prince Box Puzzle,Blue Prince Guide,Blue Prince All Parlor Games,Blue Prince All Puzzles,BLUE PRINCE Part 32 - THE GROTTO",20,PT1H3M29S
